timestamp,cpu_usage,ram_usage,disk_usage,running_processes
2025-12-01 13:30:24,12.8,49.6,68.4,System Idle Process;System;AsusOptimizationStartupTask.exe;Registry;smss.exe;csrss.exe;wininit.exe;services.exe;lsass.exe;svchost.exe;fontdrvhost.exe;NVDisplay.Container.exe;svchost.exe;svchost.exe;Discord.exe;svchost.exe;svchost.exe;svchost.exe;svchost.exe;conhost.exe;svchost.exe;svchost.exe;RtkAudUService64.exe;svchost.exe;svchost.exe;svchost.exe;svchost.exe;svchost.exe;servicehost.exe;svchost.exe;svchost.exe;NVDisplay.Container.exe;svchost.exe;conhost.exe;RuntimeBroker.exe;svchost.exe;AsusCertService.exe;amdfendrsr.exe;atiesrxx.exe;svchost.exe;svchost.exe;svchost.exe;MemCompression;svchost.exe;svchost.exe;svchost.exe;svchost.exe;svchost.exe;atkexComSvc.exe;chrome.exe;svchost.exe;ArmouryCrate.UserSessionHelper.exe;chrome.exe;svchost.exe;OfficeClickToRun.exe;svchost.exe;svchost.exe;steamwebhelper.exe;SDXHelper.exe;svchost.exe;Code.exe;WmiPrvSE.exe;AsusAppService.exe;SearchIndexer.exe;WmiPrvSE.exe;svchost.exe;svchost.exe;Code.exe;svchost.exe;svchost.exe;Code.exe;svchost.exe;svchost.exe;AsusOSD.exe;svchost.exe;svchost.exe;spoolsv.exe;Spotify.exe;svchost.exe;conhost.exe;svchost.exe;svchost.exe;svchost.exe;svchost.exe;DtsApo4Service.exe;svchost.exe;svchost.exe;ArmouryCrate.Service.exe;nvcontainer.exe;Dell.TechHub.exe;svchost.exe;svchost.exe;svchost.exe;RtkBtManServ.exe;ROGLiveService.exe;MpDefenderCoreService.exe;RtkAudUService64.exe;MsMpEng.exe;OVRServiceLauncher.exe;asus_framework.exe;OVRServer_x64.exe;Code.exe;CodeSetup-stable-bf9252a2fb45be6893dd8870c0bf37e2e1766d61.tmp;svchost.exe;chrome.exe;sihost.exe;AWCC.SCSubAgent.exe;steamwebhelper.exe;MBAMService.exe;OverwolfHelper.exe;CrossDeviceResume.exe;csrss.exe;taskhostw.exe;Dell.CoreServices.Client.exe;Dell.Update.SubAgent.exe;svchost.exe;iCUE.exe;svchost.exe;svchost.exe;chrome.exe;RiotClientCrashHandler.exe;msedgewebview2.exe;AggregatorHost.exe;Code.exe;svchost.exe;msedgewebview2.exe;conhost.exe;lghub_system_tray.exe;steamwebhelper.exe;svchost.exe;AsusSoftwareManagerAgent.exe;svchost.exe;svchost.exe;OverwolfBrowser.exe;powershell.exe;WidgetBoard.exe;dllhost.exe;svchost.exe;conhost.exe;chrome.exe;powershell.exe;Dell.UCA.Manager.exe;Code.exe;dwm.exe;svchost.exe;atieclxx.exe;NisSrv.exe;TextInputHost.exe;svchost.exe;svchost.exe;AsusSwitch.exe;RuntimeBroker.exe;RiotClientServices.exe;svchost.exe;nvcontainer.exe;lghub_updater.exe;RuntimeBroker.exe;svchost.exe;CrossDeviceService.exe;svchost.exe;svchost.exe;conhost.exe;svchost.exe;svchost.exe;OverwolfBrowser.exe;chrome.exe;QmlRenderer.exe;conhost.exe;svchost.exe;svchost.exe;wallpaper32.exe;OVRRedir.exe;svchost.exe;Spotify.exe;chrome.exe;svchost.exe;NoiseCancelingEngine.exe;svchost.exe;svchost.exe;OverwolfBrowser.exe;svchost.exe;CodeSetup-stable-bf9252a2fb45be6893dd8870c0bf37e2e1766d61.exe;Discord.exe;Spotify.exe;Spotify.exe;chrome.exe;steamwebhelper.exe;ShellHost.exe;crashpad_handler.exe;conhost.exe;Dell.TechHub.Instrumentation.SubAgent.exe;chrome.exe;chrome.exe;unsecapp.exe;OverwolfBrowser.exe;svchost.exe;explorer.exe;svchost.exe;asus_framework.exe;Discord.exe;Code.exe;Discord.exe;backgroundTaskHost.exe;Dell.TechHub.Analytics.SubAgent.exe;fontdrvhost.exe;AsusSystemDiagnosis.exe;gamingservices.exe;audiodg.exe;backgroundTaskHost.exe;Spotify.exe;RuntimeBroker.exe;svchost.exe;ArmourySocketServer.exe;ArmouryAIOFanServer.exe;chrome.exe;msedgewebview2.exe;Discord.exe;steamwebhelper.exe;Code.exe;conhost.exe;WmiApSrv.exe;MicrosoftStartFeedProvider.exe;chrome.exe;svchost.exe;AsusSoftwareManager.exe;AsusSystemAnalysis.exe;AsusOptimization.exe;OverwolfHelper64.exe;lghub_agent.exe;ShellExperienceHost.exe;TabTip.exe;Discord.exe;chrome.exe;ArmourySwAgent.exe;powershell.exe;svchost.exe;AppActions.exe;Code.exe;WidgetService.exe;Dell.TechHub.DataManager.SubAgent.exe;MQRDCrashpadHandler.exe;conhost.exe;chrome.exe;Code.exe;svchost.exe;ArmourySocketServer.exe;WUDFHost.exe;Dell.TechHub.Instrumentation.UserProcess.exe;backgroundTaskHost.exe;python3.11.exe;msedgewebview2.exe;uihost.exe;conhost.exe;logi_lamparray_service.exe;chrome.exe;ctfmon.exe;pet.exe;AlienFXSubAgent.exe;Code.exe;SecurityHealthService.exe;chrome.exe;steamservice.exe;svchost.exe;ServiceShell.exe;unsecapp.exe;winlogon.exe;RichVideo64.exe;svchost.exe;OverwolfBrowser.exe;svchost.exe;gamingservicesnet.exe;svchost.exe;PDStyleAgent.exe;chrome.exe;chrome.exe;GameInputRedistService.exe;chrome.exe;Overwolf.exe;Code.exe;chrome.exe;PhoneExperienceHost.exe;RemoteDesktopCompanion.exe;Code.exe;msedgewebview2.exe;RuntimeBroker.exe;Spotify.exe;chrome.exe;FxDisplayService.exe;msedgewebview2.exe;steamwebhelper.exe;steam.exe;Malwarebytes.exe;conhost.exe;MoNotificationUx.exe;StartMenuExperienceHost.exe;svchost.exe;AWCC.UCSubAgent.exe;SearchHost.exe;nvcontainer.exe
